OBJECTID,COMPKEY,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SE_ANNO_CAD_DATA,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,OVERRIDECOMMENT,BLOCK_URL,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,Shape__Length
7291903,485838,8303,560,83030560,M L KING JR WR WAY S BETWEEN S FINDLAY ST AND S ORCAS ST,M L KING JR WAY S,M L KING JR WR WAY S,INSVC,DISTRICT2, ,N,S FINDLAY ST,S ORCAS ST,1,Principal Arterial, ,5600,25,S,Y,S,F,287,44,PCC,11/03/2017 00:00,PCC,11/03/2017 00:00,M L KING JR WR WAY S AND S FINDLAY ST,S,485821,M L KING JR WR WAY S AND S ORCAS ST,N,33620,1281143.276,204603.9427,System.Byte[],N,N,Y,Urban Center Connector,Y,96,96,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=08303&StreetSegment=0560,1,ART,N,287.3703103
7291904,11762,8615,10,86150010,MERCER ST BETWEEN 1ST AVE N AND WARREN AVE N,MERCER ST,MERCER ST,INSVC,DISTRICT7, ,N,1ST AVE N,WARREN AVE N,1,Principal Arterial, ,100,25,E,N, , ,322,59,AC/PCC,10/31/2022 12:00:00 AM,,,1ST AVE N AND MERCER ST,E,28919,MERCER ST AND WARREN AVE N,W,28918,1265260.665,231535.0688,System.Byte[],N,N,Y,Urban Village Main,,59,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=08615&StreetSegment=0010,2,ART,N,321.922691
7291906,486590,16735,399,167350399,S OTHELLO ST BETWEEN M L KING JR WR WAY S AND M L KING JR ER WAY S,S OTHELLO ST,S OTHELLO ST,INSVC,DISTRICT2, ,N,M L KING JR WR WAY S,M L KING JR ER WAY S,1,Principal Arterial, ,3900,25,E,N, , ,47,41,AC/PCC,10/31/2022 12:00:00 AM,,,M L KING JR WR WAY S AND S OTHELLO ST,E,34562,M L KING JR ER WAY S AND S OTHELLO ST,W,486567,1282794.621,199263.0719,System.Byte[],Y,N,Y,,,88,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=16735&StreetSegment=0399,0,ART,N,46.81878944
7291910,487419,16155,434,161550434,S HENDERSON ST BETWEEN CHIEF SEALTH TRL AND YUKON AVE S,S HENDERSON ST,S HENDERSON ST,INSVC,DISTRICT2, ,N,CHIEF SEALTH TRL,YUKON AVE S,1,Principal Arterial, ,4300,25,E,N, , ,135,54,AC/PCC,10/31/2022 12:00:00 AM,,,CHIEF SEALTH TRL AND S HENDERSON ST,E,286920,YUKON AVE S AND S HENDERSON ST,W,35272,1283663.365,194236.4399,System.Byte[],Y,N,Y,Urban Village Main,,81,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=16155&StreetSegment=0434,1,ART,N,135.0498753
7291911,14255,11200,210,112000210,E JOHN ST BETWEEN 21ST AVE E AND 22ND AVE E,E JOHN ST,E JOHN ST,INSVC,DISTRICT3, ,N,21ST AVE E,22ND AVE E,2,Minor Arterial, ,2100,25,E,N, , ,276,40,AC/PCC,10/31/2022 12:00:00 AM,PCC,07/01/1999 00:00,21ST AVE E AND E JOHN ST,E,29378,22ND AVE E AND E JOHN ST,W,29379,1277698.836,229702.1911,System.Byte[],N,N,N,Urban Village Neighborhood,,30,98,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=11200&StreetSegment=0210,2,ART,N,276.1912228
7291917,11822,8620,1030,86201030,MERIDIAN AVE N BETWEEN COLLEGE WAY N AND N 105TH ST,MERIDIAN AVE N,MERIDIAN AVE N,INSVC,DISTRICT5, ,N,COLLEGE WAY N,N 105TH ST,2,Minor Arterial, ,10300,25,N,N, , ,663,44,AC/PCC,10/31/2022 12:00:00 AM,,,COLLEGE WAY N AND MERIDIAN AVE N,N,37557,MERIDIAN AVE N AND N 105TH ST,S,36594,1270963.312,260446.1894,System.Byte[],Y,N,N,Urban Village Neighborhood,,62,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=08620&StreetSegment=1030,2,ART,N,662.7758097
7291920,14279,11225,452,112250452,EAST LAUREL DR NE BETWEEN 54TH AVE NE AND WEST LAUREL DR NE,EAST LAUREL DR NE,EAST LAUREL DR NE,INSVC,DISTRICT4, ,N,54TH AVE NE,WEST LAUREL DR NE,0,Not Designated, ,4500,20,N,N, , ,508,0,PCC,,,,54TH AVE NE AND EAST LAUREL DR NE,N,26180,EAST LAUREL DR NE AND WEST LAUREL DR NE,S,26171,1286489.812,244914.8735,System.Byte[],N,N,N,Neighborhood Yield Street,,0,0,4,LOCAL TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=11225&StreetSegment=0452,7,NON-ART,N,508.1148278
7291924,14353,11275,210,112750210,E MADISON ST BETWEEN E DENNY WAY AND 22ND AVE E,E MADISON ST,E MADISON ST,INSVC,DISTRICT3, ,N,E DENNY WAY,22ND AVE E,1,Principal Arterial, ,2100,25,NE,N, , ,175,49,AC/PCC,10/31/2022 12:00:00 AM,PCC,10/09/2017 00:00,E DENNY WAY AND E MADISON ST,NE,29391,22ND AVE E AND E MADISON ST,SW,29392,1277753.785,228984.2272,System.Byte[],N,N,Y,Urban Village Main,,22,57,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=11275&StreetSegment=0210,1,ART,N,175.1530337
7291929,14371,11275,371,112750371,E MADISON ST BETWEEN E LEE ST AND WOODROW PL E,E MADISON ST,E MADISON ST,INSVC,DISTRICT3, ,N,E LEE ST,WOODROW PL E,2,Minor Arterial, ,3700,25,NE,N, , ,116,63,AC/PCC,10/31/2022 12:00:00 AM,PCC,7/25/2013 12:00:00 AM,E LEE ST AND E MADISON ST,NE,29415,WOODROW PL E AND E MADISON ST,SW,29416,1282514.543,233578.944,System.Byte[],N,N,N,Urban Center Connector,,59,79,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=11275&StreetSegment=0371,5,ART,N,116.1774522
7291935,11973,8820,130,88200130,NICKERSON 15TH RP BETWEEN 13TH AVE W AND 15TH AVE W,NICKERSON 15TH RP,NICKERSON 15TH RP,INSVC,DISTRICT6, ,N,13TH AVE W,15TH AVE W,1,Principal Arterial, ,0,25,SW,Y,SW,F,1651,14,AC/PCC,10/27/2017 12:00:00 AM,,,13TH AVE W AND W NICKERSON ST,SW,26726,15TH AVE W AND NICKERSON 15TH RP,NE,26742,1260068.906,242392.1512,System.Byte[],N,N,N,,Y,13,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=08820&StreetSegment=0130,1,ART,N,1651.342642
7291945,12055,8960,90,89600090,OLYMPIC WAY W BETWEEN W OLYMPIC PL AND W PROSPECT ST,OLYMPIC WAY W,OLYMPIC WAY W,INSVC,DISTRICT7, ,N,W OLYMPIC PL,W PROSPECT ST,2,Minor Arterial, ,900,25,N,N, , ,197,34,AC/PCC,10/31/2022 12:00:00 AM,,,OLYMPIC WAY W AND W OLYMPIC PL,N,28698,OLYMPIC WAY W AND W PROSPECT ST,S,28697,1262074.356,233029.5479,System.Byte[],Y,N,N,Neighborhood Corridor,,47,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=08960&StreetSegment=0090,2,ART,N,197.3572639
7291947,573395,5390,360,53900360,BEACON AVE S BETWEEN S SPOKANE ST AND BEACON WR AVE S,BEACON AVE S,BEACON AVE S,INSVC,DISTRICT2, ,N,S SPOKANE ST,BEACON WR AVE S,2,Minor Arterial, ,3400,25,S,N, , ,380,10,AC/PCC,10/31/2022 12:00:00 AM,,,BEACON AVE S AND S SPOKANE ST,S,32536,BEACON AVE S AND BEACON WR N AVE S,N,573394,1276401.259,211924.5477,System.Byte[],N,N,N,Urban Center Connector,,32,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=05390&StreetSegment=0360,1,ART,N,380.4012007
7291949,4994,2385,690,23850690,32ND AVE NW BETWEEN NW 69TH ST AND NW 70TH ST,32ND AVE NW,32ND AVE NW,INSVC,DISTRICT6, ,N,NW 69TH ST,NW 70TH ST,3,Collector Arterial, ,6900,25,N,N, , ,273,32,AC/PCC,10/31/2022 12:00:00 AM,,,32ND AVE NW AND NW 69TH ST,N,24019,32ND AVE NW AND NW 70TH ST,S,24010,1254907.851,251631.373,System.Byte[],N,N,N,Neighborhood Corridor,,56,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02385&StreetSegment=0690,3,ART,N,273.0552509
7291956,14518,11375,262,113750262,EAST MONTLAKE PL E BETWEEN 22ND AVE E AND MONTLAKE BLVD E,EAST MONTLAKE PL E,EAST MONTLAKE PL E,INSVC,DISTRICT3, ,N,22ND AVE E,MONTLAKE BLVD E,1,Principal Arterial, ,2600,25,NW,N, , ,117,57,AC/PCC,10/31/2022 12:00:00 AM,,,22ND AVE E AND EAST MONTLAKE PL E,NW,28392,MONTLAKE BLVD E AND EAST MONTLAKE PL E,SE,28391,1277916.489,238312.336,System.Byte[],N,N,Y,Urban Center Connector,,51,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=11375&StreetSegment=0262,2,ART,N,117.4920706
7291959,12200,9155,40,91550040,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,PIKE ST,PIKE ST,INSVC,DISTRICT7, ,N,4TH AVE,5TH AVE,1,Principal Arterial, ,400,25,NE,Y,NE,F,322,47,PCC,10/31/2022 12:00:00 AM,,,4TH AVE AND PIKE ST,NE,29589,5TH AVE AND PIKE ST,SW,29576,1269751.416,226291.3589,System.Byte[],Y,N,Y,Downtown,,73,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=09155&StreetSegment=0040,1,ART,N,321.7363869
7291964,12223,9160,100,91600100,PINE ST BETWEEN TERRY AVE AND BOREN AVE,PINE ST,PINE ST,INSVC,DISTRICT7, ,N,TERRY AVE,BOREN AVE,1,Principal Arterial, ,1000,25,NE,Y,SW,T,322,48,PCC,10/31/2022 12:00:00 AM,,,PINE ST AND TERRY AVE,NE,29871,BOREN AVE AND PINE ST,SW,29872,1271196.708,227641.8043,System.Byte[],Y,N,Y,Downtown,,72,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=09160&StreetSegment=0100,9,ART,N,321.9002972
7291971,670574,20,1240,201240,1ST AVE NE BETWEEN NE 125TH ST AND CORLISS N AVE N,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,NE 125TH ST,CORLISS N AVE N,3,Collector Arterial, ,12400,25,N,N, , ,58,58,,,,,1ST AVE NE AND NE 125TH ST,N,35979,1ST AVE NE AND CORLISS N AVE N,S,670571,1272291.631,266066.4789,System.Byte[],N,N,N,,,0,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=1240,0,ART,N,58.06793096
7291979,14638,11480,120,114800120,E PINE ST BETWEEN 12TH AVE AND 13TH AVE,E PINE ST,E PINE ST,INSVC,DISTRICT3, ,N,12TH AVE,13TH AVE,2,Minor Arterial, ,1200,25,E,N, , ,322,22,PCC,10/31/2022 12:00:00 AM,,,12TH AVE AND E PINE ST,E,29740,13TH AVE AND E PINE ST,W,29741,1274699.788,227954.7413,System.Byte[],Y,N,N,Urban Village Neighborhood,,72,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=11480&StreetSegment=0120,6,ART,N,322.0299954
7291987,12304,9315,100,93150100,QUEEN ANNE AVE N BETWEEN WARD ST AND PROSPECT ST,QUEEN ANNE AVE N,QUEEN ANNE AVE N,INSVC,DISTRICT7, ,N,WARD ST,PROSPECT ST,2,Minor Arterial, ,900,25,N,N, , ,235,38,PCC,10/31/2022 12:00:00 AM,,,QUEEN ANNE AVE N AND WARD ST,N,28588,PROSPECT ST AND QUEEN ANNE AVE N,S,28587,1264812.483,232935.358,System.Byte[],N,N,N,Urban Center Connector,,65,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=09315&StreetSegment=0100,14,ART,N,234.5896684
7291989,14733,11520,220,115200220,E ROANOKE ST BETWEEN 22ND AVE E AND EAST MONTLAKE PL E,E ROANOKE ST,E ROANOKE ST,INSVC,DISTRICT3, ,N,22ND AVE E,EAST MONTLAKE PL E,2,Minor Arterial, ,2200,25,E,N, , ,178,40,PCC,10/31/2022 12:00:00 AM,,,22ND AVE E AND E ROANOKE ST,E,28396,EAST MONTLAKE PL E AND E ROANOKE ST,W,28395,1278047.048,238066.0794,System.Byte[],N,N,N,Neighborhood Corridor,,80,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=11520&StreetSegment=0220,2,ART,N,177.7377847
7291993,14748,11535,90,115350090,E ROY ST BETWEEN BROADWAY E  E AND 10TH W AVE E,E ROY ST,E ROY ST,INSVC,DISTRICT3, ,N,BROADWAY E  E,10TH W AVE E,2,Minor Arterial, ,900,25,NE,N, , ,223,54,PCC,10/31/2022 12:00:00 AM,,,BROADWAY E AND E ROY E ST,NE,28993,10TH AVE E AND E ROY W ST,SW,28981,1273695.431,231617.6009,System.Byte[],N,N,N,Urban Village Neighborhood,,43,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=11535&StreetSegment=0090,0,ART,N,222.6650863
7291995,12359,9345,210,93450210,RAINIER AVE S BETWEEN 23RD AVE S AND S WALKER ST,RAINIER AVE S,RAINIER AVE S,INSVC,DISTRICT2, ,N,23RD AVE S,S WALKER ST,1,Principal Arterial, ,2100,25,SE,N, , ,368,52,AC/PCC,10/31/2022 12:00:00 AM,,,23RD AVE S AND RAINIER AVE S,SE,31562,RAINIER AVE S AND S WALKER ST,NW,31563,1277848.146,216522.7936,System.Byte[],N,N,Y,Urban Village Main,Y,39,0,1,PRINCIPAL TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=09345&StreetSegment=0210,1,ART,N,367.5646694
7291998,12408,9345,725,93450725,RAINIER AVE S BETWEEN S GARDEN ST AND S OTHELLO ST,RAINIER AVE S,RAINIER AVE S,INSVC,DISTRICT2, ,N,S GARDEN ST,S OTHELLO ST,1,Principal Arterial, ,7200,25,S,N, , ,253,52,AC/PCC,10/31/2022 12:00:00 AM,,,RAINIER AVE S AND S GARDEN ST,S,34469,RAINIER AVE S AND S OTHELLO ST,N,34470,1285474.795,199305.1338,System.Byte[],N,N,Y,Urban Center Connector,,73,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=09345&StreetSegment=0725,2,ART,N,252.8388196
7292003,12429,9345,945,93450945,RAINIER AVE S BETWEEN SEWARD PARK AVE S AND 57TH AVE S,RAINIER AVE S,RAINIER AVE S,INSVC,DISTRICT2, ,N,SEWARD PARK AVE S,57TH AVE S,1,Principal Arterial, ,9400,25,E,N, , ,300,52,AC/PCC,10/31/2022 12:00:00 AM,,,RAINIER AVE S AND SEWARD PARK AVE S,E,35451,57TH AVE S AND RAINIER AVE S,W,35452,1287377.569,193027.6562,System.Byte[],Y,N,Y,Urban Village Main,,45,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=09345&StreetSegment=0945,1,ART,N,300.1507834
7292004,5364,2705,770,27050770,35TH AVE NE BETWEEN NE 77TH ST AND NE 80TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 77TH ST,NE 80TH ST,2,Minor Arterial, ,7700,25,N,N, , ,664,40,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 77TH ST,N,24909,35TH AVE NE AND NE 80TH ST,S,24908,1281507.851,253545.1965,System.Byte[],N,N,N,Urban Center Connector,,84,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0770,0,ART,N,664.3800504
7292007,5380,2705,940,27050940,35TH AVE NE BETWEEN NE 94TH ST AND NE 95TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 94TH ST,NE 95TH ST,2,Minor Arterial, ,9400,25,N,N, , ,302,56,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 94TH ST,N,37912,35TH AVE NE AND NE 95TH ST,S,37899,1281591.626,257657.8218,System.Byte[],N,N,N,Urban Center Connector,,61,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0940,3,ART,N,301.937128
7292011,5395,2705,1230,27051230,35TH AVE NE BETWEEN NE 123RD ST AND NE 125TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,NE 123RD ST,NE 125TH ST,2,Minor Arterial, ,12300,25,N,N, , ,724,47,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 123RD ST,N,36608,35TH AVE NE AND NE 125TH ST,S,36192,1281592.723,265410.8909,System.Byte[],Y,N,N,Urban Village Neighborhood,,59,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=1230,2,ART,N,723.6246592
7292014,12543,9425,1042,94251042,RENTON AVE S BETWEEN 62ND AVE S AND 63RD AVE S,RENTON AVE S,RENTON AVE S,INSVC,DISTRICT2, ,N,62ND AVE S,63RD AVE S,2,Minor Arterial, ,10400,25,SE,N, , ,488,42,AC/PCC,10/31/2022 12:00:00 AM,,,62ND AVE S AND RENTON AVE S,SE,38241,63RD AVE S AND RENTON AVE S,NW,38282,1288962.256,188248.4927,System.Byte[],N,N,N,Neighborhood Corridor,,84,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=09425&StreetSegment=1042,0,ART,N,425.2343677
7292018,14863,11625,185,116250185,E THOMAS ST BETWEEN CORYELL CT E AND 19TH AVE E,E THOMAS ST,E THOMAS ST,INSVC,DISTRICT3, ,N,CORYELL CT E,19TH AVE E,2,Minor Arterial, ,1800,25,E,N, , ,133,36,AC/PCC,10/31/2022 12:00:00 AM,,,CORYELL CT E AND E THOMAS ST,E,29367,19TH AVE E AND E THOMAS ST,W,29366,1276852.381,229817.6899,System.Byte[],N,N,N,Urban Village Neighborhood,,40,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=11625&StreetSegment=0185,8,ART,N,132.9926452
7292019,10215,6560,35,65600035,ELLIOTT AVE W BETWEEN 4TH AVE W AND W HARRISON ST,ELLIOTT AVE W,ELLIOTT AVE W,INSVC,DISTRICT7, ,N,4TH AVE W,W HARRISON ST,1,Principal Arterial, ,300,25,NW,N, , ,266,76,AC/PCC,10/31/2022 12:00:00 AM,,,4TH AVE W AND ELLIOTT AVE W,NW,28654,ELLIOTT AVE W AND W HARRISON ST,SE,28648,1263365.539,230580.1172,System.Byte[],N,N,Y,Urban Village Main,Y,55,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06560&StreetSegment=0035,0,ART,N,265.6188173
7292023,14895,11650,170,116500170,E UNION ST BETWEEN 17TH AVE AND 18TH AVE,E UNION ST,E UNION ST,INSVC,DISTRICT3, ,N,17TH AVE,18TH AVE,2,Minor Arterial, ,1700,25,E,N, , ,322,50,AC/PCC,10/31/2022 12:00:00 AM,,,17TH AVE AND E UNION ST,E,30143,18TH AVE AND E UNION ST,W,30144,1276332.217,227060.5339,System.Byte[],Y,N,N,Urban Center Connector,,91,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=11650&StreetSegment=0170,1,ART,N,322.4315291
7292027,14952,11690,275,116900275,E YESLER WAY BETWEEN M L KING JR WAY AND 28TH AVE,E YESLER WAY,E YESLER WAY,INSVC,DISTRICT3, ,N,M L KING JR WAY,28TH AVE,3,Collector Arterial, ,2700,25,E,N, , ,193,42,AC/PCC,10/31/2022 12:00:00 AM,,,M L KING JR WAY AND E YESLER WAY,E,30579,28TH AVE AND E YESLER WAY,W,30578,1279493.913,222896.4885,System.Byte[],Y,N,N,Neighborhood Corridor,,23,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=11690&StreetSegment=0275,9,ART,N,192.5818407
7292029,12600,9485,470,94850470,ROOSEVELT WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,ROOSEVELT WAY NE,ROOSEVELT WAY NE,INSVC,DISTRICT4, ,N,NE 47TH ST,NE 50TH ST,1,Principal Arterial, ,4700,25,N,Y,S,T,664,40,AC/PCC,10/31/2022 12:00:00 AM,,,ROOSEVELT WAY NE AND NE 47TH ST,N,25800,ROOSEVELT WAY NE AND NE 50TH ST,S,25789,1274743.822,245742.8497,System.Byte[],Y,N,Y,Urban Village Main,,71,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=09485&StreetSegment=0470,2,ART,N,663.7454303
7292034,12619,9485,690,94850690,ROOSEVELT WAY NE BETWEEN NE 69TH ST AND NE 70TH ST,ROOSEVELT WAY NE,ROOSEVELT WAY NE,INSVC,DISTRICT4, ,N,NE 69TH ST,NE 70TH ST,1,Principal Arterial, ,6900,25,N,Y,S,T,266,40,AC/PCC,10/31/2022 12:00:00 AM,,,ROOSEVELT WAY NE AND NE 69TH ST,N,24475,ROOSEVELT WAY NE AND NE 70TH ST,S,24464,1274851.168,251241.8201,System.Byte[],Y,N,Y,Urban Village Main,,44,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=09485&StreetSegment=0690,4,ART,N,265.8994328
7292036,15705,12280,220,122800220,N 56TH ST BETWEEN KEYSTONE PL N AND KIRKWOOD PL N,N 56TH ST,N 56TH ST,INSVC,DISTRICT6, ,N,KEYSTONE PL N,KIRKWOOD PL N,3,Collector Arterial, ,2200,25,E,N, , ,335,42,PCC,7/25/2013 12:00:00 AM,AC/AC,10/31/2022 12:00:00 AM,KEYSTONE PL N AND N 55TH ST,E,25499,KIRKWOOD PL N AND N 56TH ST,W,25843,1271098.633,247563.089,System.Byte[],N,N,N,Neighborhood Corridor,,51,65,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=12280&StreetSegment=0220,1,ART,N,335.033413
7292038,12656,9485,1133,94851133,ROOSEVELT WAY NE BETWEEN NE 113TH N ST AND NE 114TH S ST,ROOSEVELT WAY NE,ROOSEVELT WAY NE,INSVC,DISTRICT5, ,N,NE 113TH N ST,NE 114TH S ST,3,Collector Arterial, ,11300,25,N,N, , ,161,36,AC/PCC,10/31/2022 12:00:00 AM,,,ROOSEVELT WAY NE AND NE 113TH N ST,N,36487,ROOSEVELT WAY NE AND NE 114TH S ST,S,36478,1274957.494,262937.8726,System.Byte[],N,N,N,Urban Village Neighborhood,,94,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=09485&StreetSegment=1133,2,ART,N,160.9857057
7292040,15015,11740,70,117400070,N 105TH ST BETWEEN FREMONT AVE N AND NORTH PARK AVE N,N 105TH ST,N 105TH ST,INSVC,DISTRICT5, ,N,FREMONT AVE N,NORTH PARK AVE N,1,Principal Arterial, ,700,30,E,N, , ,334,40,AC/PCC,10/31/2022 12:00:00 AM,PCC,9/24/2017 12:00:00 AM,FREMONT AVE N AND N 105TH ST,E,36423,NORTH PARK AVE N AND N 105TH ST,W,36424,1267159.659,260862.7875,System.Byte[],N,N,Y,Urban Center Connector,Y,69,98,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=11740&StreetSegment=0070,2,ART,N,334.2205406
